Timestamp,Power(W),DIP_Config
50.666666666666664,1.2e-06,UNKNOWN
51.0,0.06912,UNKNOWN
51.333333333333336,0.06912,UNKNOWN
51.666666666666664,0.06912,UNKNOWN
52.0,1.2e-06,UNKNOWN
52.333333333333336,1.2e-06,UNKNOWN
52.666666666666664,1.2e-06,UNKNOWN
53.0,0.06912,UNKNOWN
53.333333333333336,1.2e-06,UNKNOWN
53.666666666666664,0.06912,UNKNOWN
54.0,0.06912,UNKNOWN
54.333333333333336,0.06912,UNKNOWN
54.666666666666664,1.2e-06,UNKNOWN
55.0,1.2e-06,UNKNOWN
55.333333333333336,1.2e-06,UNKNOWN
55.666666666666664,0.06912,UNKNOWN
56.0,0.06912,UNKNOWN
56.333333333333336,0.06912,UNKNOWN
56.666666666666664,0.011519999999999999,UNKNOWN
57.0,0.0115236,UNKNOWN
57.333333333333336,0.0115236,UNKNOWN
57.666666666666664,0.06912,UNKNOWN
58.0,0.06912,UNKNOWN
58.333333333333336,0.06912,UNKNOWN
58.666666666666664,0.06912,UNKNOWN
59.0,0.011525999999999998,UNKNOWN
59.333333333333336,0.0115236,UNKNOWN
59.666666666666664,0.011522399999999999,UNKNOWN
60.0,0.06912,UNKNOWN
60.333333333333336,0.06912,UNKNOWN
